datetime,price,side,is_intraday,unable_to_trade_days
2019-04-30 13:40:00,955.4999999999999,1,True,37
2019-04-30 14:00:00,858.3499999999999,-1,True,37
2019-04-30 15:10:00,552.5,1,True,37
2019-05-02 09:20:00,376.95,-1,True,37
2019-05-02 09:40:00,432.3999999999999,1,True,37
2019-05-02 11:20:00,400.5,-1,True,37
2019-05-02 11:25:00,445.2,1,True,37
2019-05-02 11:30:00,433.95,-1,True,37
2019-05-02 11:35:00,441.8999999999999,1,True,37
2019-05-02 11:45:00,436.1,-1,True,37
2019-05-02 15:10:00,9.700000000000001,1,True,37
2019-05-03 09:20:00,1405.4499999999998,-1,True,37
2019-05-03 10:20:00,1408.8000000000002,1,True,37
2019-05-03 10:40:00,1403.4499999999998,-1,True,37
2019-05-03 10:55:00,1411.7999999999997,1,True,37
2019-05-03 11:00:00,1396.0000000000002,-1,True,37
