,date,points,total trade,pnl
217,2019-11-22,48.38620000000003,4,1209.6550000000007
218,2019-11-25,125.02599999999995,4,3125.6499999999987
219,2019-11-26,-44.774699999999996,4,-1119.3674999999998
220,2019-11-27,76.05299999999997,4,1901.3249999999991
221,2019-11-28,64.31370000000001,4,1607.8425000000002
222,2019-11-29,-11.997699999999952,4,-299.9424999999988
223,2019-12-02,-52.94480000000004,4,-1323.620000000001
224,2019-12-03,50.00800000000001,4,1250.2000000000003
225,2019-12-04,-36.234800000000064,4,-905.8700000000016
226,2019-12-05,-32.0453,4,-801.1324999999999
227,2019-12-06,82.66099999999992,4,2066.524999999998
228,2019-12-09,22.866600000000062,4,571.6650000000016
229,2019-12-10,46.09430000000003,4,1152.3575000000008
230,2019-12-11,-43.649099999999976,4,-1091.2274999999995
231,2019-12-12,-24.048800000000014,4,-601.2200000000004
232,2019-12-13,-0.8260000000000218,4,-20.650000000000546
233,2019-12-16,32.87389999999996,4,821.8474999999991
234,2019-12-17,19.436600000000084,4,485.9150000000021
235,2019-12-18,-30.302500000000038,4,-757.5625000000009
236,2019-12-19,105.6044,4,2640.11
237,2019-12-20,26.060100000000034,4,651.5025000000009
238,2019-12-23,-34.81170000000003,4,-870.2925000000007
239,2019-12-24,43.81499999999994,4,1095.3749999999986
240,2019-12-26,28.428499999999996,4,710.7124999999999
241,2019-12-27,43.62550000000002,4,1090.6375000000005
242,2019-12-30,-43.0343,4,-1075.8575
243,2019-12-31,-38.5694,4,-964.235
